date,station,volume,mark,price,payment
2020-02-15 21:15:07,C,9.5,Super,2.01,19.1
2020-02-15 23:36:20,B,24.5,Regular,1.77,43.36
2020-02-16 01:57:33,B,28.6,Super,2.01,57.49
2020-02-16 04:18:46,B,28.1,Regular,1.77,49.74
2020-02-16 06:39:59,A,7.1,Premium,1.84,13.06
2020-02-16 09:01:12,A,21.0,Regular,1.77,37.17
2020-02-16 11:22:25,A,5.6,Premium,1.84,10.3
2020-02-16 13:43:38,A,21.7,Regular,1.77,38.41
2020-02-16 16:04:51,A,13.0,Premium,1.84,23.92
2020-02-16 18:26:04,C,33.4,Super,2.01,67.13
2020-02-16 20:47:17,C,19.1,Regular,1.77,33.81
2020-02-16 23:08:30,A,28.0,Super,2.01,56.28
2020-02-17 01:29:43,B,49.3,Premium,1.84,90.71
2020-02-17 03:50:56,A,11.8,Regular,1.77,20.89
2020-02-17 06:12:09,C,22.0,Regular,1.77,38.94
2020-02-17 08:33:22,C,7.3,Super,2.01,14.67
2020-02-17 10:54:35,B,28.1,Regular,1.77,49.74
2020-02-17 13:15:48,C,33.9,Regular,1.77,60.0
2020-02-17 15:37:01,A,13.7,Super,2.01,27.54
2020-02-17 17:58:14,B,13.3,Regular,1.77,23.54
2020-02-17 20:19:27,A,19.1,Super,2.01,38.39
2020-02-17 22:40:40,A,40.5,Super,2.01,81.4
2020-02-18 01:01:53,B,33.2,Super,2.01,66.73
2020-02-18 03:23:06,A,11.0,Super,2.01,22.11
2020-02-18 05:44:19,C,31.1,Super,2.01,62.51
2020-02-18 08:05:32,A,5.0,Premium,1.84,9.2
2020-02-18 10:26:45,B,49.7,Premium,1.84,91.45
2020-02-18 12:47:58,B,34.3,Super,2.01,68.94
2020-02-18 15:09:11,B,45.1,Premium,1.84,82.98
2020-02-18 17:30:24,A,5.0,Premium,1.84,9.2
2020-02-18 19:51:37,B,26.0,Regular,1.77,46.02
2020-02-18 22:12:50,B,22.4,Super,2.01,45.02
2020-02-19 00:34:03,A,9.9,Premium,1.84,18.22
2020-02-19 02:55:16,C,6.3,Regular,1.77,11.15
2020-02-19 05:16:29,A,25.1,Regular,1.77,44.43
2020-02-19 07:37:42,B,31.2,Super,2.01,62.71
2020-02-19 09:58:55,B,39.6,Super,2.01,79.6
2020-02-19 12:20:08,A,15.0,Regular,1.77,26.55
2020-02-19 14:41:21,C,16.7,Super,2.01,33.57
2020-02-19 17:02:34,B,7.4,Super,2.01,14.87
2020-02-19 19:23:47,B,42.5,Regular,1.77,75.22
2020-02-19 21:45:00,B,24.8,Regular,1.77,43.9
2020-02-20 00:06:13,A,27.2,Super,2.01,54.67
2020-02-20 02:27:26,B,33.1,Premium,1.84,60.9
2020-02-20 04:48:39,C,31.1,Super,2.01,62.51
2020-02-20 07:09:52,B,14.0,Premium,1.84,25.76
2020-02-20 09:31:05,B,32.4,Regular,1.77,57.35
2020-02-20 11:52:18,C,17.7,Premium,1.84,32.57
2020-02-20 14:13:31,B,49.3,Regular,1.77,87.26
2020-02-20 16:34:44,A,11.7,Super,2.01,23.52
2020-02-20 18:55:57,A,31.7,Super,2.01,63.72
2020-02-20 21:17:10,A,23.5,Regular,1.77,41.6
2020-02-20 23:38:23,C,20.7,Regular,1.77,36.64
2020-02-21 01:59:36,B,24.6,Regular,1.77,43.54
2020-02-21 04:20:49,A,33.5,Super,2.01,67.33
2020-02-21 06:42:02,C,20.3,Super,2.01,40.8
2020-02-21 09:03:15,B,5.8,Premium,1.84,10.67
2020-02-21 11:24:28,C,29.0,Regular,1.77,51.33
2020-02-21 13:45:41,A,30.4,Premium,1.84,55.94
2020-02-21 16:06:54,A,25.9,Super,2.01,52.06
2020-02-21 18:28:07,A,8.7,Premium,1.84,16.01
2020-02-21 20:49:20,C,9.3,Premium,1.84,17.11
2020-02-21 23:10:33,C,5.0,Super,2.01,10.05
2020-02-22 01:31:46,A,24.6,Super,2.01,49.45
2020-02-22 03:52:59,C,5.9,Regular,1.77,10.44
2020-02-22 06:14:12,A,5.0,Premium,1.84,9.2
2020-02-22 08:35:25,A,32.7,Super,2.01,65.73
2020-02-22 10:56:38,B,33.2,Super,2.01,66.73
2020-02-22 13:17:51,C,15.0,Premium,1.84,27.6
2020-02-22 15:39:04,A,18.7,Super,2.01,37.59
2020-02-22 18:00:17,A,5.0,Regular,1.77,8.85
2020-02-22 20:21:30,C,26.3,Regular,1.77,46.55
2020-02-22 22:42:43,B,15.7,Premium,1.84,28.89
2020-02-23 01:03:56,B,28.0,Regular,1.77,49.56
2020-02-23 03:25:09,A,5.0,Super,2.01,10.05
2020-02-23 05:46:22,C,26.8,Super,2.01,53.87
2020-02-23 08:07:35,B,15.0,Super,2.01,30.15
2020-02-23 10:28:48,C,5.6,Super,2.01,11.26
2020-02-23 12:50:01,C,14.9,Premium,1.84,27.42
2020-02-23 15:11:14,A,14.0,Regular,1.77,24.78
2020-02-23 17:32:27,B,36.8,Regular,1.77,65.14
2020-02-23 19:53:40,A,15.8,Super,2.01,31.76
2020-02-23 22:14:53,B,40.3,Premium,1.84,74.15
2020-02-24 00:36:06,B,28.0,Super,2.01,56.28
2020-02-24 02:57:19,B,34.7,Super,2.01,69.75
2020-02-24 05:18:32,B,24.0,Premium,1.84,44.16
2020-02-24 07:39:45,B,39.2,Premium,1.84,72.13
2020-02-24 10:00:58,C,7.6,Super,2.01,15.28
2020-02-24 12:22:11,A,21.1,Regular,1.77,37.35
2020-02-24 14:43:24,C,14.4,Super,2.01,28.94
2020-02-24 17:04:37,B,40.8,Regular,1.77,72.22
2020-02-24 19:25:50,A,35.0,Regular,1.77,61.95
2020-02-24 21:47:03,B,24.0,Premium,1.84,44.16
2020-02-25 00:08:16,A,7.1,Premium,1.84,13.06
2020-02-25 02:29:29,C,21.9,Super,2.01,44.02
2020-02-25 04:50:42,A,5.0,Regular,1.77,8.85
2020-02-25 07:11:55,A,36.3,Regular,1.77,64.25
2020-02-25 09:33:08,A,15.3,Super,2.01,30.75
2020-02-25 11:54:21,A,19.7,Super,2.01,39.6
2020-02-25 14:15:34,A,13.2,Super,2.01,26.53
2020-02-25 16:36:47,B,13.2,Premium,1.84,24.29
2020-02-25 18:58:00,A,27.4,Super,2.01,55.07
2020-02-25 21:19:13,A,18.4,Super,2.01,36.98
2020-02-25 23:40:26,C,18.4,Regular,1.77,32.57
2020-02-26 02:01:39,A,10.0,Super,2.01,20.1
2020-02-26 04:22:52,C,25.7,Regular,1.77,45.49
2020-02-26 06:44:05,B,35.5,Regular,1.77,62.84
2020-02-26 09:05:18,A,17.9,Premium,1.84,32.94
2020-02-26 11:26:31,C,29.4,Super,2.01,59.09
2020-02-26 13:47:44,C,17.1,Super,2.01,34.37
2020-02-26 16:08:57,B,33.4,Regular,1.77,59.12
2020-02-26 18:30:10,A,5.0,Premium,1.84,9.2
2020-02-26 20:51:23,A,23.5,Premium,1.84,43.24
2020-02-26 23:12:36,C,15.6,Super,2.01,31.36
2020-02-27 01:33:49,A,21.6,Regular,1.77,38.23
2020-02-27 03:55:02,C,19.0,Super,2.01,38.19
2020-02-27 06:16:15,A,21.3,Super,2.01,42.81
2020-02-27 08:37:28,C,23.6,Super,2.01,47.44
2020-02-27 10:58:41,A,14.3,Super,2.01,28.74
2020-02-27 13:19:54,B,30.8,Regular,1.77,54.52
2020-02-27 15:41:07,A,32.3,Premium,1.84,59.43
2020-02-27 18:02:20,A,5.9,Super,2.01,11.86
2020-02-27 20:23:33,B,14.6,Super,2.01,29.35
2020-02-27 22:44:46,A,12.6,Super,2.01,25.33
2020-02-28 01:05:59,B,10.9,Super,2.01,21.91
2020-02-28 03:27:12,A,15.3,Premium,1.84,28.15
2020-02-28 05:48:25,C,27.3,Premium,1.84,50.23
2020-02-28 08:09:38,C,31.0,Premium,1.84,57.04
2020-02-28 10:30:51,A,21.1,Premium,1.84,38.82
2020-02-28 12:52:04,A,16.8,Super,2.01,33.77
2020-02-28 15:13:17,A,28.0,Regular,1.77,49.56
2020-02-28 17:34:30,C,5.0,Premium,1.84,9.2
2020-02-28 19:55:43,A,9.4,Premium,1.84,17.3
2020-02-28 22:16:56,C,5.0,Super,2.01,10.05
2020-02-29 00:38:09,B,11.2,Super,2.01,22.51
2020-02-29 02:59:22,C,11.1,Super,2.01,22.31
2020-02-29 05:20:35,C,31.3,Super,2.01,62.91
2020-02-29 07:41:48,B,5.0,Regular,1.77,8.85
2020-02-29 10:03:01,C,14.2,Regular,1.77,25.13
2020-02-29 12:24:14,A,26.2,Premium,1.84,48.21
2020-02-29 14:45:27,A,24.1,Regular,1.77,42.66
2020-02-29 17:06:40,C,31.1,Premium,1.84,57.22
2020-02-29 19:27:53,A,21.6,Premium,1.84,39.74
2020-02-29 21:49:06,C,21.3,Regular,1.77,37.7
2020-03-01 00:10:19,A,5.0,Premium,1.85,9.25
2020-03-01 02:31:32,A,10.1,Super,2.02,20.4
2020-03-01 04:52:45,C,5.0,Premium,1.85,9.25
2020-03-01 07:13:58,A,25.7,Super,2.02,51.91
2020-03-01 09:35:11,C,21.2,Regular,1.78,37.74
2020-03-01 11:56:24,A,23.1,Regular,1.78,41.12
2020-03-01 14:17:37,A,11.2,Premium,1.85,20.72
2020-03-01 16:38:50,B,12.4,Super,2.02,25.05
2020-03-01 19:00:03,B,26.5,Premium,1.85,49.03
2020-03-01 21:21:16,C,12.0,Regular,1.78,21.36
2020-03-01 23:42:29,B,11.8,Premium,1.85,21.83
2020-03-02 02:03:42,C,13.4,Premium,1.85,24.79
2020-03-02 04:24:55,B,16.1,Super,2.02,32.52
2020-03-02 06:46:08,A,11.3,Regular,1.78,20.11
2020-03-02 09:07:21,C,6.9,Premium,1.85,12.76
2020-03-02 11:28:34,C,22.0,Super,2.02,44.44
2020-03-02 13:49:47,A,35.6,Premium,1.85,65.86
2020-03-02 16:11:00,C,17.6,Super,2.02,35.55
2020-03-02 18:32:13,C,20.0,Super,2.02,40.4
2020-03-02 20:53:26,B,30.5,Premium,1.85,56.42
2020-03-02 23:14:39,C,21.3,Regular,1.78,37.91
2020-03-03 01:35:52,A,11.5,Regular,1.78,20.47
2020-03-03 03:57:05,B,44.6,Super,2.02,90.09
2020-03-03 06:18:18,B,14.9,Regular,1.78,26.52
2020-03-03 08:39:31,A,26.5,Super,2.02,53.53
2020-03-03 11:00:44,A,25.3,Regular,1.78,45.03
2020-03-03 13:21:57,B,5.0,Premium,1.85,9.25
2020-03-03 15:43:10,C,14.8,Regular,1.78,26.34
2020-03-03 18:04:23,B,24.7,Super,2.02,49.89
2020-03-03 20:25:36,A,21.3,Super,2.02,43.03
2020-03-03 22:46:49,B,27.6,Regular,1.78,49.13
2020-03-04 01:08:02,A,27.6,Premium,1.85,51.06
2020-03-04 03:29:15,B,23.9,Super,2.02,48.28
2020-03-04 05:50:28,C,21.2,Super,2.02,42.82
2020-03-04 08:11:41,B,23.5,Super,2.02,47.47
2020-03-04 10:32:54,B,11.8,Super,2.02,23.84
2020-03-04 12:54:07,A,20.3,Super,2.02,41.01
2020-03-04 15:15:20,A,27.5,Premium,1.85,50.88
2020-03-04 17:36:33,A,31.1,Regular,1.78,55.36
2020-03-04 19:57:46,B,30.5,Premium,1.85,56.42
2020-03-04 22:18:59,C,30.0,Premium,1.85,55.5
2020-03-05 00:40:12,A,24.2,Super,2.02,48.88
2020-03-05 03:01:25,A,28.6,Premium,1.85,52.91
2020-03-05 05:22:38,B,35.3,Super,2.02,71.31
2020-03-05 07:43:51,A,17.8,Premium,1.85,32.93
2020-03-05 10:05:04,C,24.6,Super,2.02,49.69
2020-03-05 12:26:17,C,9.5,Super,2.02,19.19
2020-03-05 14:47:30,A,23.5,Premium,1.85,43.48
2020-03-05 17:08:43,A,25.8,Premium,1.85,47.73
2020-03-05 19:29:56,B,36.6,Regular,1.78,65.15
2020-03-05 21:51:09,C,25.4,Regular,1.78,45.21
2020-03-06 00:12:22,C,27.5,Regular,1.78,48.95
2020-03-06 02:33:35,A,19.0,Premium,1.85,35.15
2020-03-06 04:54:48,B,19.8,Premium,1.85,36.63
2020-03-06 07:16:01,C,15.6,Super,2.02,31.51
2020-03-06 09:37:14,C,20.4,Regular,1.78,36.31
2020-03-06 11:58:27,B,5.0,Super,2.02,10.1
2020-03-06 14:19:40,B,40.0,Super,2.02,80.8
2020-03-06 16:40:53,C,18.4,Super,2.02,37.17
2020-03-06 19:02:06,C,14.2,Super,2.02,28.68
2020-03-06 21:23:19,B,5.0,Regular,1.78,8.9
2020-03-06 23:44:32,C,17.6,Super,2.02,35.55
2020-03-07 02:05:45,A,18.0,Premium,1.85,33.3
2020-03-07 04:26:58,A,11.0,Premium,1.85,20.35
2020-03-07 06:48:11,B,16.0,Premium,1.85,29.6
2020-03-07 09:09:24,B,23.6,Regular,1.78,42.01
2020-03-07 11:30:37,B,16.9,Super,2.02,34.14
2020-03-07 13:51:50,A,25.7,Regular,1.78,45.75
2020-03-07 16:13:03,C,11.2,Super,2.02,22.62
2020-03-07 18:34:16,A,21.5,Regular,1.78,38.27
2020-03-07 20:55:29,C,28.6,Regular,1.78,50.91
2020-03-07 23:16:42,A,19.6,Super,2.02,39.59
2020-03-08 01:37:55,C,21.2,Regular,1.78,37.74
2020-03-08 03:59:08,A,22.9,Super,2.02,46.26
2020-03-08 06:20:21,B,24.1,Premium,1.85,44.59
2020-03-08 08:41:34,A,19.3,Premium,1.85,35.71
2020-03-08 11:02:47,C,12.9,Premium,1.85,23.86
2020-03-08 13:24:00,A,21.5,Regular,1.78,38.27
2020-03-08 15:45:13,A,17.2,Premium,1.85,31.82
2020-03-08 18:06:26,A,35.5,Super,2.02,71.71
2020-03-08 20:27:39,B,33.7,Premium,1.85,62.35
2020-03-08 22:48:52,A,5.5,Premium,1.85,10.18
2020-03-09 01:10:05,B,7.2,Regular,1.78,12.82
2020-03-09 03:31:18,B,22.4,Super,2.02,45.25
2020-03-09 05:52:31,A,16.0,Regular,1.78,28.48
2020-03-09 08:13:44,A,18.2,Regular,1.78,32.4
2020-03-09 10:34:57,A,26.5,Super,2.02,53.53
2020-03-09 12:56:10,C,20.9,Regular,1.78,37.2
2020-03-09 15:17:23,A,23.1,Super,2.02,46.66
2020-03-09 17:38:36,B,41.4,Premium,1.85,76.59
2020-03-09 19:59:49,A,6.1,Super,2.02,12.32
2020-03-09 22:21:02,C,18.9,Super,2.02,38.18
2020-03-10 00:42:15,A,14.2,Super,2.02,28.68
2020-03-10 03:03:28,C,31.0,Regular,1.78,55.18
2020-03-10 05:24:41,C,5.0,Super,2.02,10.1
2020-03-10 07:45:54,A,5.0,Super,2.02,10.1
2020-03-10 10:07:07,B,27.6,Super,2.02,55.75
2020-03-10 12:28:20,C,28.2,Premium,1.85,52.17
2020-03-10 14:49:33,A,27.7,Super,2.02,55.95
2020-03-10 17:10:46,A,12.0,Regular,1.78,21.36
2020-03-10 19:31:59,B,42.1,Super,2.02,85.04
2020-03-10 21:53:12,C,6.9,Super,2.02,13.94
2020-03-11 00:14:25,C,29.8,Premium,1.85,55.13
2020-03-11 02:35:38,A,9.0,Super,2.02,18.18
2020-03-11 04:56:51,A,16.5,Regular,1.78,29.37
2020-03-11 07:18:04,B,31.7,Super,2.02,64.03
2020-03-11 09:39:17,B,6.4,Regular,1.78,11.39
2020-03-11 12:00:30,C,31.2,Premium,1.85,57.72
2020-03-11 14:21:43,C,14.8,Super,2.02,29.9
2020-03-11 16:42:56,A,21.4,Premium,1.85,39.59
2020-03-11 19:04:09,C,28.4,Super,2.02,57.37
2020-03-11 21:25:22,B,14.5,Regular,1.78,25.81
2020-03-11 23:46:35,B,36.7,Premium,1.85,67.9
2020-03-12 02:07:48,A,36.4,Super,2.02,73.53
2020-03-12 04:29:01,B,16.1,Regular,1.78,28.66
2020-03-12 06:50:14,B,40.4,Premium,1.85,74.74
2020-03-12 09:11:27,B,5.0,Super,2.02,10.1
2020-03-12 11:32:40,B,28.7,Premium,1.85,53.1
2020-03-12 13:53:53,A,7.7,Super,2.02,15.55
2020-03-12 16:15:06,A,29.4,Regular,1.78,52.33
2020-03-12 18:36:19,C,25.7,Regular,1.78,45.75
2020-03-12 20:57:32,B,49.0,Premium,1.85,90.65
2020-03-12 23:18:45,C,30.8,Premium,1.85,56.98
2020-03-13 01:39:58,A,18.3,Super,2.02,36.97
2020-03-13 04:01:11,A,9.2,Regular,1.78,16.38
2020-03-13 06:22:24,A,25.7,Super,2.02,51.91
2020-03-13 08:43:37,A,19.4,Regular,1.78,34.53
2020-03-13 11:04:50,A,35.5,Premium,1.85,65.68
2020-03-13 13:26:03,A,5.0,Super,2.02,10.1
2020-03-13 15:47:16,A,41.9,Super,2.02,84.64
2020-03-13 18:08:29,B,30.4,Regular,1.78,54.11
2020-03-13 20:29:42,C,10.7,Regular,1.78,19.05
2020-03-13 22:50:55,A,27.3,Regular,1.78,48.59
2020-03-14 01:12:08,B,39.6,Premium,1.85,73.26
2020-03-14 03:33:21,B,25.3,Super,2.02,51.11
2020-03-14 05:54:34,C,5.0,Regular,1.78,8.9
2020-03-14 08:15:47,A,17.1,Premium,1.85,31.64
2020-03-14 10:37:00,C,27.4,Regular,1.78,48.77
2020-03-14 12:58:13,A,25.0,Super,2.02,50.5
2020-03-14 15:19:26,B,22.1,Regular,1.78,39.34
2020-03-14 17:40:39,B,39.7,Super,2.02,80.19
2020-03-14 20:01:52,B,32.9,Premium,1.85,60.86
2020-03-14 22:23:05,B,33.8,Premium,1.85,62.53
2020-03-15 00:44:18,C,14.3,Regular,1.78,25.45
2020-03-15 03:05:31,A,14.9,Super,2.02,30.1
2020-03-15 05:26:44,A,5.0,Super,2.02,10.1
2020-03-15 07:47:57,C,15.7,Super,2.02,31.71
2020-03-15 10:09:10,A,29.4,Regular,1.78,52.33
2020-03-15 12:30:23,B,21.6,Super,2.02,43.63
2020-03-15 14:51:36,A,24.5,Super,2.02,49.49
2020-03-15 17:12:49,B,37.3,Super,2.02,75.35
2020-03-15 19:34:02,C,21.3,Super,2.02,43.03
2020-03-15 21:55:15,A,24.7,Regular,1.78,43.97
2020-03-16 00:16:28,C,5.8,Regular,1.78,10.32
2020-03-16 02:37:41,A,16.8,Super,2.02,33.94
2020-03-16 04:58:54,B,44.8,Super,2.02,90.5
2020-03-16 07:20:07,C,18.9,Premium,1.85,34.96
2020-03-16 09:41:20,A,39.0,Premium,1.85,72.15
2020-03-16 12:02:33,B,15.4,Super,2.02,31.11
2020-03-16 14:23:46,C,20.1,Super,2.02,40.6
2020-03-16 16:44:59,C,14.6,Premium,1.85,27.01
2020-03-16 19:06:12,A,25.9,Premium,1.85,47.92
2020-03-16 21:27:25,A,29.0,Super,2.02,58.58
2020-03-16 23:48:38,A,26.0,Regular,1.78,46.28
2020-03-17 02:09:51,B,36.5,Regular,1.78,64.97
2020-03-17 04:31:04,A,19.9,Super,2.02,40.2
2020-03-17 06:52:17,C,16.3,Super,2.02,32.93
2020-03-17 09:13:30,C,5.0,Premium,1.85,9.25
2020-03-17 11:34:43,A,26.4,Premium,1.85,48.84
2020-03-17 13:55:56,A,21.7,Regular,1.78,38.63
2020-03-17 16:17:09,C,17.4,Super,2.02,35.15
2020-03-17 18:38:22,B,21.7,Premium,1.85,40.15
2020-03-17 20:59:35,A,19.6,Regular,1.78,34.89
2020-03-17 23:20:48,A,17.6,Regular,1.78,31.33
2020-03-18 01:42:01,C,13.2,Regular,1.78,23.5
2020-03-18 04:03:14,A,22.4,Premium,1.85,41.44
2020-03-18 06:24:27,B,29.8,Premium,1.85,55.13
2020-03-18 08:45:40,C,11.1,Super,2.02,22.42
2020-03-18 11:06:53,A,16.0,Super,2.02,32.32
2020-03-18 13:28:06,C,16.2,Regular,1.78,28.84
2020-03-18 15:49:19,A,20.0,Regular,1.78,35.6
2020-03-18 18:10:32,A,18.7,Premium,1.85,34.6
2020-03-18 20:31:45,A,26.6,Premium,1.85,49.21
2020-03-18 22:52:58,B,5.0,Super,2.02,10.1
2020-03-19 01:14:11,B,6.2,Super,2.02,12.52
2020-03-19 03:35:24,C,19.7,Super,2.02,39.79
2020-03-19 05:56:37,A,14.0,Premium,1.85,25.9
2020-03-19 08:17:50,A,28.8,Regular,1.78,51.26
2020-03-19 10:39:03,B,38.0,Super,2.02,76.76
2020-03-19 13:00:16,A,22.3,Super,2.02,45.05
2020-03-19 15:21:29,B,11.2,Premium,1.85,20.72
2020-03-19 17:42:42,A,30.5,Super,2.02,61.61
2020-03-19 20:03:55,C,19.8,Regular,1.78,35.24
2020-03-19 22:25:08,A,5.1,Premium,1.85,9.44
2020-03-20 00:46:21,A,6.0,Super,2.02,12.12
2020-03-20 03:07:34,B,42.2,Super,2.02,85.24
2020-03-20 05:28:47,A,33.5,Premium,1.85,61.98
2020-03-20 07:50:00,A,5.0,Premium,1.85,9.25
2020-03-20 10:11:13,B,7.7,Super,2.02,15.55
2020-03-20 12:32:26,C,28.3,Regular,1.78,50.37
2020-03-20 14:53:39,C,17.8,Premium,1.85,32.93
2020-03-20 17:14:52,B,32.4,Regular,1.78,57.67
2020-03-20 19:36:05,B,23.3,Super,2.02,47.07
2020-03-20 21:57:18,B,31.8,Regular,1.78,56.6
2020-03-21 00:18:31,B,24.1,Super,2.02,48.68
2020-03-21 02:39:44,B,18.7,Super,2.02,37.77
2020-03-21 05:00:57,C,27.5,Super,2.02,55.55
2020-03-21 07:22:10,C,19.8,Super,2.02,40.0
2020-03-21 09:43:23,B,31.8,Regular,1.78,56.6
2020-03-21 12:04:36,A,21.6,Super,2.02,43.63
2020-03-21 14:25:49,B,18.1,Super,2.02,36.56
2020-03-21 16:47:02,A,36.1,Regular,1.78,64.26
2020-03-21 19:08:15,B,28.2,Premium,1.85,52.17
2020-03-21 21:29:28,B,19.7,Regular,1.78,35.07
2020-03-21 23:50:41,C,29.5,Regular,1.78,52.51
2020-03-22 02:11:54,A,6.8,Regular,1.78,12.1
2020-03-22 04:33:07,A,42.4,Super,2.02,85.65
2020-03-22 06:54:20,C,16.4,Super,2.02,33.13
2020-03-22 09:15:33,C,6.6,Super,2.02,13.33
2020-03-22 11:36:46,C,35.2,Premium,1.85,65.12
2020-03-22 13:57:59,C,13.9,Super,2.02,28.08
2020-03-22 16:19:12,A,22.4,Premium,1.85,41.44
2020-03-22 18:40:25,A,27.2,Super,2.02,54.94
2020-03-22 21:01:38,B,38.2,Regular,1.78,68.0
2020-03-22 23:22:51,B,27.6,Super,2.02,55.75
2020-03-23 01:44:04,C,12.2,Premium,1.85,22.57
2020-03-23 04:05:17,C,20.0,Premium,1.85,37.0
2020-03-23 06:26:30,C,14.2,Super,2.02,28.68
2020-03-23 08:47:43,B,27.0,Regular,1.78,48.06
2020-03-23 11:08:56,B,43.6,Super,2.02,88.07
2020-03-23 13:30:09,B,33.1,Super,2.02,66.86
2020-03-23 15:51:22,B,26.5,Super,2.02,53.53
2020-03-23 18:12:35,B,32.9,Regular,1.78,58.56
2020-03-23 20:33:48,B,33.7,Premium,1.85,62.35
2020-03-23 22:55:01,B,11.0,Regular,1.78,19.58
2020-03-24 01:16:14,C,18.4,Premium,1.85,34.04
2020-03-24 03:37:27,C,41.0,Premium,1.85,75.85
2020-03-24 05:58:40,C,28.9,Premium,1.85,53.46
2020-03-24 08:19:53,C,13.5,Regular,1.78,24.03
2020-03-24 10:41:06,B,16.8,Super,2.02,33.94
2020-03-24 13:02:19,A,13.6,Super,2.02,27.47
2020-03-24 15:23:32,B,34.4,Super,2.02,69.49
2020-03-24 17:44:45,A,36.1,Super,2.02,72.92
2020-03-24 20:05:58,C,23.2,Super,2.02,46.86
2020-03-24 22:27:11,B,25.9,Regular,1.78,46.1
2020-03-25 00:48:24,C,14.0,Regular,1.78,24.92
2020-03-25 03:09:37,B,28.0,Regular,1.78,49.84
2020-03-25 05:30:50,C,10.6,Regular,1.78,18.87
2020-03-25 07:52:03,A,5.0,Regular,1.78,8.9
2020-03-25 10:13:16,A,36.4,Regular,1.78,64.79
2020-03-25 12:34:29,A,9.9,Regular,1.78,17.62
2020-03-25 14:55:42,B,20.2,Super,2.02,40.8
2020-03-25 17:16:55,A,26.6,Premium,1.85,49.21
2020-03-25 19:38:08,B,41.2,Regular,1.78,73.34
2020-03-25 21:59:21,A,22.6,Premium,1.85,41.81
2020-03-26 00:20:34,A,8.1,Regular,1.78,14.42
2020-03-26 02:41:47,B,20.4,Regular,1.78,36.31
2020-03-26 05:03:00,B,15.8,Super,2.02,31.92
2020-03-26 07:24:13,A,19.6,Premium,1.85,36.26
2020-03-26 09:45:26,B,38.8,Super,2.02,78.38
2020-03-26 12:06:39,A,5.0,Super,2.02,10.1
2020-03-26 14:27:52,B,19.1,Premium,1.85,35.34
2020-03-26 16:49:05,C,13.7,Super,2.02,27.67
2020-03-26 19:10:18,C,6.7,Regular,1.78,11.93
2020-03-26 21:31:31,C,23.3,Regular,1.78,41.47
2020-03-26 23:52:44,C,5.3,Regular,1.78,9.43
2020-03-27 02:13:57,C,6.3,Regular,1.78,11.21
2020-03-27 04:35:10,A,28.5,Regular,1.78,50.73
2020-03-27 06:56:23,C,31.5,Super,2.02,63.63
2020-03-27 09:17:36,C,17.3,Super,2.02,34.95
2020-03-27 11:38:49,C,7.0,Regular,1.78,12.46
2020-03-27 14:00:02,C,11.6,Regular,1.78,20.65
2020-03-27 16:21:15,B,36.1,Super,2.02,72.92
2020-03-27 18:42:28,A,21.2,Premium,1.85,39.22
2020-03-27 21:03:41,C,17.1,Super,2.02,34.54
2020-03-27 23:24:54,C,20.8,Super,2.02,42.02
2020-03-28 01:46:07,C,17.6,Super,2.02,35.55
2020-03-28 04:07:20,A,35.5,Super,2.02,71.71
2020-03-28 06:28:33,B,15.0,Super,2.02,30.3
2020-03-28 08:49:46,A,11.4,Premium,1.85,21.09
2020-03-28 11:10:59,B,7.4,Regular,1.78,13.17
2020-03-28 13:32:12,C,13.1,Regular,1.78,23.32
2020-03-28 15:53:25,C,8.2,Premium,1.85,15.17
2020-03-28 18:14:38,A,22.2,Regular,1.78,39.52
2020-03-28 20:35:51,A,20.2,Regular,1.78,35.96
2020-03-28 22:57:04,B,11.0,Regular,1.78,19.58
2020-03-29 01:18:17,B,31.1,Premium,1.85,57.54
2020-03-29 03:39:30,A,35.2,Premium,1.85,65.12
2020-03-29 06:00:43,B,28.3,Regular,1.78,50.37
2020-03-29 08:21:56,A,5.0,Regular,1.78,8.9
2020-03-29 10:43:09,B,47.9,Regular,1.78,85.26
2020-03-29 13:04:22,A,27.5,Super,2.02,55.55
2020-03-29 15:25:35,A,39.6,Super,2.02,79.99
2020-03-29 17:46:48,A,30.9,Super,2.02,62.42
2020-03-29 20:08:01,B,39.5,Premium,1.85,73.08
2020-03-29 22:29:14,B,26.5,Regular,1.78,47.17
2020-03-30 00:50:27,B,20.9,Premium,1.85,38.66
2020-03-30 03:11:40,A,23.7,Premium,1.85,43.84
2020-03-30 05:32:53,B,15.5,Premium,1.85,28.68
2020-03-30 07:54:06,B,29.2,Regular,1.78,51.98
2020-03-30 10:15:19,A,5.0,Super,2.02,10.1
2020-03-30 12:36:32,C,18.4,Regular,1.78,32.75
2020-03-30 14:57:45,A,33.4,Regular,1.78,59.45
2020-03-30 17:18:58,B,25.1,Premium,1.85,46.44
2020-03-30 19:40:11,A,37.3,Premium,1.85,69.0
2020-03-30 22:01:24,C,15.7,Premium,1.85,29.04
2020-03-31 00:22:37,A,30.0,Super,2.02,60.6
2020-03-31 02:43:50,B,13.4,Super,2.02,27.07
2020-03-31 05:05:03,C,26.6,Super,2.02,53.73
2020-03-31 07:26:16,B,26.8,Regular,1.78,47.7
2020-03-31 09:47:29,C,16.0,Premium,1.85,29.6
2020-03-31 12:08:42,C,5.0,Regular,1.78,8.9
2020-03-31 14:29:55,A,17.5,Super,2.02,35.35
